Job,Education,InfoDeg,DateRange,Gender,WorkLevel
"[""Docente di traduzione dall'italiano al francese"", 'Freelance Interpreter-Translator', 'freelance', 'Docente di lingue per personale aziendale e per privati | Language teacher (companies & individuals)', 'Docente di inglese per personale aziendale | English teacher for company staff']","['Laurea specialistica in interpretazione (francese, spagnolo)', 'Interpretazione (francese, spagnolo)', 'Mediazione linguistica interculturale', 'Francese, spagnolo, inglese', '100 e lode / 110', 'Maturità linguistica - francese, inglese, spagnolo', 'Liceo linguistico internazionale ad opzione francese', '95/100']",Magistrale,"['2010', '2014', '2006', '2010', '2001', '2006']",F,Impiegato
"['Insegnante di spagnolo nella scuola superiore', 'collaboratrice', 'Tirocinante con laurea triennale', 'Insegnante di italiano', 'Au pair']","['Laurea Magistrale  LM', 'Lingua e cultura italiane per stranieri', 'Master', 'Summer School ""Made in Italy/Made by Italics""', 'redazione e discussione di un elaborato finale', 'Laurea triennale', 'Civiltà e lingue straniere moderne', '101/110']",Magistrale,"['2016', '2019', '2018', '2018', '2012', '2016']",M,Impiegato
"['Addetto ufficio acquisti', 'Traduttore']","['Laurea Magistrale  LM', 'Interpretazione e traduzione', '110L', '1° ciclo -  Laurea L', 'Lingue e letterature straniere, generale', '106/110']",Magistrale,"['2016', '2019', '2017', '2018', '2013', '2016']",F,Impiegato
"['Traslator and Cultural Promoter', 'Assistente insegnante']","['Laurea triennale', 'Lingue e letterature straniere, generale', 'High School Diploma']",Triennale,"['2018', '2021', '2013', '2018']",F,Impiegato
"['barista, cameriere', 'istruttore di sala']","['Laurea Magistrale LM Scienze Politiche', 'Cooperazione iternazionale e tutela dei diritti umani nel Mediterraneo e in Eurasia', '100', 'Lettere', 'Storia contemporanea', '97']",Magistrale,"['2013', '2016', '2010', '2013', '2002', '2007']",M,Impiegato
"['Insegnante di accoglienza turistica', 'Customer Services Agent', 'Personale di terra']","[""Esperto linguista d'area per l'economia"", 'Lingua e letteratura francese e inglese']",Triennale,"['2004', '2015']",F,Impiegato
"['Insegnante', 'Redattore freelance', 'Redattore freelance', 'Freelance Musician presso SICA', 'Responsabile Impianto']","['Laurea Magistrale  LM', 'Laurea Triennale', 'Lingue e letterature straniere, generale', 'Attestato di Partecipazione ad un Corso Intensivo', 'Lingua e letteratura tedesca']",Magistrale,"['2017', '2020', '2013', '2017', '2014', '2014']",M,Impiegato
"['Insegnante di italiano', 'Fattorino']","['Lingua e cultura italiana per stranieri', 'Lingua e letteratura italiana', 'Anno di mobilità internazionale progetto Erasmus+', 'Mediazione Linguistica e Interculturale']",Triennale,"['2019', '2021', '2017', '2018', '2015', '2018']",M,Impiegato
"['Insegnante di lingue', 'Traduttore', 'Addetto alle vendite', 'Assistente insegnante']","['Laurea Magistrale  LM', 'Interpretazione', 'Laurea triennale', 'Mediazione Linguistica Interculturale', '110/110 con Lode', 'Erasmus', 'Traducción e Interpretación - Grado']",Magistrale,"['2021', '2018', '2021', '2020', '2020']",M,Impiegato
"['Insegnante di lingua italiana', 'Tutor accademico', 'Insegnante di lingua francese']","['Dottorato di ricerca', 'Filologia, letteratura e linguistica', 'Laurea Magistrale  LM', 'Lingua, società e comunicazione', '110/110 e lode', 'Laurea triennale', 'Lingue e letterature straniere', '110/110']",Dottorato,"['2018', '2021', '2014', '2017', '2011', '2014']",F,Impiegato
"['Traduttrice editoriale', 'Insegnante', 'Insegnante', 'IELTS Invigilator', 'Assistente all’insegnamento']","['Laurea Magistrale', 'Lingua e Cultura Italiane per Stranieri', 'Studente internazionale', 'Interpretazione e traduzione', 'Laurea Triennale', 'Mediazione Linguistica Interculturale', '110 e Lode']",Magistrale,"['2019', '2021', '2018', '2019', '2016', '2019']",F,Impiegato
"['Redattrice articolista', 'Docente di lingua russa', 'Correttore di bozze', 'Agenzia di viaggi']","['Laurea Magistrale  LM', 'Lingue, culture e traduzione letteraria', '110/110 e lode', 'Laurea triennale', 'Lingue e letterature straniere', '108/110']",Magistrale,"['2018', '2020', '2014', '2017', '2009', '2014']",F,Impiegato
"['Insegnante italiano', 'Receptionist', 'Receptionist', 'Tutor di inglese seconda lingua', 'Animatore']","['Laurea Magistrale  LM', 'Lingua e cultura italiane per stranieri', 'Lingue e Letterature Straniere', 'Scienze della Mediazione Linguistica', '103']",Magistrale,"['2017', '2018', '2018', '2019', '2013', '2016']",M,Impiegato
"['Traduttrice IT>ES', 'Back office commerciale estero']","['Laurea Magistrale', 'Lingue per la Comunicazione e la Cooperazione Internazionale (LM-38)', 'Laurea Triennale', ""Lingue Moderne - Lingue per l'Intermediazione Turistica e d'Impresa (L-11)"", 'Diploma Istituto Tecnico e Professionale', 'Perito in Amministrazione, Finanza e Marketing', '97/100']",Magistrale,"['2018', '2021', '2014', '2017', '2009', '2014']",F,Impiegato
"['Traduttrice', 'Nordic Lifestyle Magazine', 'Peer Reviewer/Esperto linguistico/Responsabile comunicazione e marketing', 'Freelance', 'Traduttrice']","['Laurea magistrale', 'Lingua e Cultura Italiane per Stranieri', '110L/110', 'Summer School', 'Lingua e Cultura Finlandese', 'Corso IV', 'Laurea triennale', 'Laurea in Lingue e Letterature Straniere', '109/110']",Magistrale,"['2010', '2014', '2012', '2004', '2008']",F,Impiegato
['Freelance content creator'],"[""Bachelor's degree"", 'Scienze politiche, sociali e internazionali', '108/110', 'Erasmus+', 'High School attendance']",Triennale,"['2018', '2021', '2020', '2020', '2016', '2017']",M,Impiegato
['Docente assistente'],"['Laurea Magistrale', 'Letterature Moderne, Comparate e Postcoloniali', 'Laurea Triennale', ""Lingue, Letterature e Culture dell'Europa e delle Americhe"", '110L', 'Erasmus+']",Magistrale,"['2019', '2021', '2015', '2019', '2015', '2016']",F,Impiegato
"['Insegnante di italiano per stranieri', 'Commis di sala', 'Insegnante di lingue', 'Lettrice di Italiano', 'Redattrice di prodotti editoriali']","['Laurea Magistrale', 'Letterature moderne, comparate e postcoloniali', '110/110L', 'Erasmus Placement', 'Erasmus Plus']",Magistrale,"['2016', '2018', '2017', '2017', '2015', '2016']",F,Impiegato
"[""Docente di lingua inglese presso Istituto d'Istruzione Superiore Francesco Alberghetti"", 'Articolista freelance', 'Insegnante di inglese privato', ""Educatrice presso Scuola dell'Infanzia e Segreteria - Servizio Civile Nazionale"", 'Collaboratrice alla didattica']","['Laurea Magistrale  LM', 'Letteratura comparata', '110L/110', 'Erasmus Programme', 'Erasmus programme']",Magistrale,"['2014', '2016', '2015', '2016', '2013', '2014']",F,Impiegato
"['Insegnante di italiano L2', 'Docente di spagnolo', 'Maschera', 'Docente', 'Receptionist']","['Laurea Magistrale  LM', 'Lingua e cultura italiane per stranieri', '110/110 con lode', 'Laurea triennale', 'Lingue e culture straniere', '110/110 con lode', 'Erasmus', 'Lingue e letterature straniere, generale']",Magistrale,"['2017', '2020', '2013', '2017', '2015', '2016']",F,Impiegato
"['Professoressa di Italiano L2', 'Ricamatrice e commessa', 'Universidade de Coimbra']","['Laurea Magistrale  LM', 'Lingua e Cultura Italiane per stranieri', 'Laurea triennale', 'Lingue e letterature straniere, generale', '110L']",Magistrale,"['2019', '2021', '2015', '2019']",F,Impiegato
"['English Foreign Language Teacher', 'English Foreign Language Teacher', 'EFL Teacher', 'English Foreign Language Teacher']","['Laurea Magistrale  LM', 'Lingua e letteratura italiana', '102/110', 'Laurea triennale', 'Lingue, letterature e linguistica straniere']",Magistrale,"['2016', '2019', '2010', '2015']",M,Impiegato
"['Liceo Linguistico Torricelli', 'Insegnante di lingua Inglese, Spagnolo e Tedesco', 'cantante attrice e ballerina', 'Professoressa di lingua Spagnola e Inglese', 'Insegnante di Lingua Inglese']","['Lingue e Letterature straniere moderne', '106/110', 'Laurea Triennale', 'Lingue e letterature straniere moderne']",Triennale,"['2007', '2013', '2009', '2010']",F,Impiegato
"['Docente di Tedesco', 'Docente di Francese', 'Insegnante e Traduttrice', 'Attrice e Insegnante', 'Attrice e Vice-Presidente']","[""Acquisizione 24 CFU per l'Insegnamento"", 'Corso Online - Uso didattico di LIM e Tablet nel contesto scolastico', 'Laurea Magistrale LM', 'Letterature Moderne, Comparate e Postcoloniali']",Magistrale,"['2020', '2020', '2020', '2020', '2017', '2020']",F,Impiegato
"['Informatore ambientale', 'Verificatore titoli di viaggio', 'Insegnante di italiano e tedesco', 'Servizio Civile Nazionale', 'Asssitente di lingua']","['Laurea Magistrale  LM', 'Lingue e letterature straniere, generale']",Magistrale,"['2008', '2015']",F,Impiegato
"['Docente lingua inglese', 'Formatrice Esterna', 'Formatrice Esterna']","['Laurea triennale', 'Lingue, letterature e linguistica straniere', 'Laura Magistrale in Lingue e Letterature Moderne e Traduzione Interculturale', 'Lingue, letterature e linguistica straniere', '105/110', 'Master 1 livello: Didattica della Lingua Italiana come Lingua Seconda L2']",Triennale,[],F,Impiegato
['Impiegata amministrativa commerciale'],"['Laurea Magistrale Direzione Aziendale', 'Economia aziendale/manageriale', ""Laurea in Scienze dell'Economia e della Gestione Aziendale"", 'Economia aziendale/manageriale', '110 e lode']",Magistrale,"['2019', '2021', '2016', '2019']",F,Impiegato
"['Direttore Generale e Commerciale', 'Direttore Commerciale e Generale', 'Direttore Commerciale Italia', 'Direzione Vendite GDO', 'Marketing Manager Private Label', 'Category Manager', 'Junior Buyer']","['laurea', 'scienze politiche']",Triennale,[],M,Impiegato
"['Liceo Linguistico Internazionale ""C. Boldrini""', 'Insegnante di lingue', 'Formazione', 'Assistente CLA', 'Impiegato in ufficio Master']","['Laurea Magistrale  LM', 'Lingua e cultura italiane per stranieri', '103/110', 'Selezione e formazione delle risorse umane', 'Erasmus +', 'Lingue, letterature e linguistica straniere']",Magistrale,"['2015', '2018', '2018', '2018', '2013', '2014']",M,Impiegato
"['Ausiliario alle vendite', 'Food runner', 'Ausiliario alle vendite']","['Laurea Magistrale  LM', 'Statistica, economia e impresa', ""Laurea triennale in Scienze dell'Economia e della Gestione Aziendale"", 'Management e Marketing', '93/110', 'Diploma di Liceo scientifico']",Magistrale,"['2019', '2021', '2014', '2019', '2014']",M,Impiegato
"['Consulente Personal Banking', 'Helpdesk', 'Internship']","[""Laurea Magistrale  LM in Scienze dell'Economia e della Gestione Aziendale"", 'Direzione Aziendale', '107/110', 'Laurea L in Scienze Economiche', 'Economia mercati e istituzioni']",Magistrale,"['2018', '2021', '2014', '2018']",M,Quadro
"['Responsabile vendite', 'Responsabile supporto vendite e marketing']","['Laurea magistrale LM in Economia e Commercio', '103/110', 'Laurea triennale in Economia e commercio', '102/110', 'Ragioniere e perito commerciale', '100/100']",Magistrale,"['2019', '2021', '2017', '2009', '2014']",M,Quadro
"['Shop assistant', 'Studente tirocinante', 'Studente laureato', 'Shop assistant', 'Shop assistant']","['Laurea Magistrale Economia e Commercio', 'Economia e commercio', ""Laurea triennale in Scienze dell'Economia e della Gestione Aziendale"", ""Econonia dell'impresa""]",Magistrale,"['2020', '2022', '2016', '2020']",M,Impiegato
['Business Analyst'],"['Laurea Magistrale  LM', 'Statistica economia e impresa', 'Erasmus+', 'Business Administration and Management', 'Laurea triennale', 'Economia aziendale/manageriale']",Magistrale,"['2019', '2021', '2018', '2019', '2016', '2019']",M,Impiegato
"['Assistente contabile', 'Barista']","['Laurea Magistrale  LM', 'Economia e Professione', ""Laurea in Scienze dell'Economia e della Gestione Aziendale"", 'Economia aziendale/manageriale', 'Diploma scientifico', 'PNI (National IT Plan)']",Magistrale,"['2020', '2022', '2017', '2020', '2009', '2014']",M,Impiegato
"['Banca di Bologna', 'Marketing Manager', 'Imprenditore/Imprenditrice', 'Stager', 'Beauty consultant e merchandiser']","['Dottore magistrale', 'Direzione aziendale', '106', 'Diploma', 'Studi scientifici', 'Dottore in Economia Aziendale']",Magistrale,"['2001', '2006', '1995', '2000']",F,Dirigente
"['Banca di Bologna', 'Impiegata settore privati', 'Stagista auditor', 'tirocinante curriculare']","['Laurea Magistrale  LM', 'Economia aziendale/manageriale', '108/110', ""Laurea triennale in Scienze dell'Economia e della Gestione Aziendale"", 'Economia aziendale']",Magistrale,"['2015', '2017', '2011', '2015']",F,Impiegato
"['Business Analyst', 'Startup Unit Business Analyst']","[""Laurea in Scienze dell'Economia e della Gestione Aziendale"", 'direzione aziendale', '110 L', ""Laurea triennale in Scienze dell'Economia e della Gestione Aziendale"", 'Economia Aziendale', '110L', 'Diploma']",Triennale,"['2019', '2021', '2016', '2019', '2011', '2016']",M,Impiegato
['organizzazione dei sistemi informativi aziendali'],"['scienze politiche', 'sociologia e ricerca sociale', 'Laurea in scienze politiche']",Triennale,"['2018', '2021', '2014', '2018']",F,Impiegato
['Junior Consultant Financial Risk Management'],"['Laurea Magistrale in Finanza, Intermediari e Mercati', 'Singole attività formative', ""Laurea triennale in Economia dell'impresa"", 'Laurea Triennale in Scienze Politiche, Sociali e Internazionali', ""curriculum scienze dell'organizzazione"", '104/110']",Magistrale,"['2018', '2021', '2017', '2018', '2014', '2017']",M,Impiegato
"['Praticante dottore commercialista', 'Studente assistente bibliotecario', 'Studente assistente bibliotecario', 'Stagista']","[""Laurea Magistrale  LM in Scienze dell'Economia e della Gestione Aziendale"", 'Economia aziendale/manageriale', ""Laurea in Scienze dell'Economia e della Gestione Aziendale"", 'Economia aziendale/manageriale', 'Diploma Istituto Tecnico e Professionale', 'Sistemi informativi aziendali']",Magistrale,"['2018', '2020', '2015', '2018', '2012', '2015']",F,Impiegato
['Analista statistico'],"['Laurea Magistrale  LM', 'Scienze Statistiche, Finanziarie e Attuariali', 'Laurea triennale', 'Scienze Statistiche-curriculum economia e impresa', '110/110 cum laude', 'diploma', 'liceo scientifico']",Magistrale,"['2020', '2022', '2017', '2020', '2012', '2017']",F,Impiegato
"['Supporto nelle attività di analisi dei dati, nelle elaborazioni e nella stesura dei report']","['Laurea Magistrale  LM', 'Economia e Politica Economica', 'Erasmus+', 'Laurea triennale', 'Economia Mercati e Istituzioni', '110 e lode\\110']",Magistrale,"['2018', '2020', '2019', '2019', '2015', '2018']",F,Impiegato
"['JEParma', 'Partecipazione ad una ricerca universitaria in ambito economico']","['Laurea Magistrale  LM', 'Statistica, economia e impresa', 'Laurea breve in Scienze Economiche', 'Marketing', '109/110', 'Liceo scientifico']",Magistrale,"['2019', '2021', '2016', '2019', '2011', '2016']",M,Impiegato
['Addetto amministrativo'],"[""Master's degree"", 'Business Statistics', ""bachelor's degree"", 'Economia curriculum Statistico-Quantitativo', '105/110', 'Studi generali', '91/100']",Magistrale,"['2017', '2020', '2012', '2016', '2001', '2006']",M,Impiegato
"['Addetto alle attività promozionali', 'Addetto Back Office']","['Laurea Magistrale  LM', 'Economia delle risorse naturali', 'Laurea breve in Scienze Economiche', 'Economia', '103/110']",Magistrale,"['2020', '2022', '2017', '2020']",F,Impiegato
"['Junior data analyst', 'Office Worker']","['Laurea Magistrale  LM', 'Economia e politica economica', '105', 'Laurea triennale', 'Economia', '102']",Magistrale,"['2018', '2021', '2015', '2018']",F,Impiegato
"['Data analyst', 'Stagista assistente amministrativo', 'Stagista contabilità']","['Laurea triennale', 'Economia e impresa', 'Diploma', 'Relazioni Internazione per il Marketing', '85', 'Statistica economia e impresa']",Triennale,"['2017', '2020', '2012', '2017', '2020']",F,Impiegato
"['Senior Area Manager', 'Sales District Manager']","['Laurea economia', 'Economia aziendale/manageriale']",Triennale,['2001'],F,Quadro
"['Ricercatore confermato.', 'Ricercatore confermato']","['Economia e commercio; Scienze politiche; Storia moderna; Lingue e letterature straniere.', 'Matematica finanziaria e attuariale.', 'Economia e commercio; Scienze politiche; Storia moderna; Lingue e letterature straniere.']",Triennale,"['1980', '2005', '1980', '2005']",M,Impiegato
"['Analista del credito', 'Spedizione e ricezione', 'Studente tirocinante']","[""Laurea Magistrale  LM in Scienze dell'Economia e della Gestione Aziendale"", 'Economia e Commercio', '110 e lode', ""Laurea Magistrale  LM in Scienze dell'Economia e della Gestione Aziendale"", 'economia e commercio', '110 e lode', ""Laurea triennale in Scienze dell'Economia e della Gestione Aziendale"", 'economia e commercio', '97']",Magistrale,"['2018', '2020', '2018', '2020', '2015', '2018']",F,Impiegato
"['Ufficio commerciale', 'Impiegato contabilità', 'Impiegato amministrativo', ""Impiegato d'ufficio""]","[""Laurea Magistrale  LM in Scienze dell'Economia e della Gestione Aziendale"", 'Direzione aziendale', '110/110 e lode', ""Laurea triennale in Scienze dell'Economia e della Gestione Aziendale"", 'Economia aziendale/manageriale']",Magistrale,"['2018', '2020', '2015', '2018']",M,Impiegato
"['Business Analyst Intern', 'Tirocinante']","['Laurea Magistrale', 'Statistica, economia e impresa', 'Laurea triennale', 'Scienze Statistiche']",Magistrale,"['2017', '2021', '2013', '2016']",M,Impiegato
"['Operatore fiscale senior', 'Operatore di sportello']","['Laurea Magistrale', 'Economia e Diritto', '110 e Lode', 'Laurea Triennale', ""Economia dell'impresa"", 'Diploma di ragioniere perito commerciale e programmatore', 'Scuola media superiore', '100 e Lode']",Magistrale,"['2016', '2017', '2012', '2015', '2007', '2011']",M,Quadro
"['Online Marketing Specialist Intern', 'Assistente revisore contabile', 'Stage', 'Stage', 'Stage']","[""Laurea Magistrale  LM in Scienze dell'Economia e della Gestione Aziendale"", 'Direzione Aziendale', 'High School Diploma', 'Economia', 'Laurea triennale', 'management e marketing']",Magistrale,"['2020', '2022', '2019', '2019', '2016', '2019']",M,Impiegato
"['Project Manager', 'Impiegato']","['Laurea Magistrale Scienze Economiche  LM-56', 'Economia e diritto', 'average grade 29.3', 'Laurea triennale in Scienze Economiche L-33', 'Economia del turismo']",Magistrale,"['2020', '2022', '2016', '2020']",M,Quadro
"['Business controller', 'Business controller', 'Junior industrial Auditor', 'Front Desk', 'Product manager']","['Economia, Management e Statistica', 'Economia e Diritto', '110L', 'Master executive in Finanza e controllo, Auditing, credit risk management e compliance', 'Finanza e Controllo', 'Erasmus', 'Droit et Science Poltique']",Triennale,"['2014', '2016', '2015', '2016', '2012', '2013']",M,Quadro
"['Addetta alle vendite', 'Addetta alle vendite', 'Studente tirocinante', 'Addetta alle vendite', 'Addetta alle vendite']","['Laurea Magistrale  LM', 'Economia e Management', '110 e Lode', 'Laurea triennale in Economia e Commercio', 'Curriculum Economia e Management', '108', 'Diploma in Amministrazione, Finanza e Marketing']",Magistrale,"['2019', '2021', '2016', '2019', '2011', '2016']",F,Impiegato
['Analista dei costi'],"['Laurea Magistrale  LM', 'Management dell’economia sociale', '1° ciclo -  Laurea L', 'Scienze politiche sociali e internazionali']",Magistrale,"['2019', '2021', '2016', '2019']",M,Quadro
"['Direttore comunicazione e marketing ; Responsabile Amministrativo; membro del comitato Tecnico', 'Assistente professore', 'Funzionario addetto alla logistica']","['1° ciclo -  Laurea L', 'Economia aziendale/manageriale', '110/110 e lode', 'Erasmus Program', 'Grado en Administración y Dirección de empresas', 'Laurea triennale in Scienze Economiche', 'Economia', '107/110']",Triennale,"['2017', '2020', '2018', '2019', '2013', '2017']",M,Dirigente
"['Randstad Italia', 'Tirocinio curriculare per tesi di laurea']","['Laurea Magistrale  LM', 'economia e diritto', 'Laurea triennale', 'scienze politiche, sociali e internazionali', 'diploma']",Magistrale,"['2017', '2019', '2014', '2017', '2009', '2014']",F,Impiegato
"['Analista del credito', 'Operatore Fiscale', 'Responsabile Campagna Promozionale sul Territorio di Bologna']","['1° ciclo -  Laurea L', 'Economia aziendale/manageriale', 'Doble grado en Administración de Empresa y Derecho', 'Diploma di Liceo Scientifico', 'Liceo scientifico tradizionale']",Triennale,"['2017', '2020', '2019', '2020', '2013', '2017']",M,Impiegato
"['Data analyst', 'Marketing Division Member Formula SAE Team']","['Laurea Magistrale  LM', ""Amministrazione e gestione d'impresa"", 'Laurea triennale Economia, Mercati e Istituzioni']",Magistrale,"['2019', '2021', '2016', '2019']",M,Impiegato
"['Analista Direzione Sviluppo Persone e Organizzazione', 'Impiegato amministrazione del personale']","['Laurea Magistrale in Relazioni di Lavoro', 'economia', 'Master in Diritto del Lavoro', 'laurea economia aziendale', 'Economia']",Magistrale,[],M,Impiegato
"['BIP', 'IKEA Group']","['Laurea Magistrale  LM in Statistica, Economia e Impresa', 'Marketing e Ricerca di mercato', 'Laurea triennale in Scienze Statistiche', 'Statistica economia e impresa', 'Diploma di maturità scientifica', 'MAXI potenziato in matematica e informatica']",Magistrale,"['2017', '2020', '2013', '2017', '2008', '2013']",M,Quadro
"['Technology consulting analyst', 'Alma Mater Studiorum - Università di Bologna', 'Booking Agent', 'Tirocinante']","['Laurea Magistrale', 'Economics', '104', 'Laurea Triennale', 'Economia e Management', '108/110', 'Erasmus + exchange student', 'Economics and Managment']",Magistrale,"['2017', '2020', '2013', '2016', '2014', '2015']",F,Quadro
"['Illumia', 'Analista Marketing Intelligence', 'Capo allenatore basket', 'Studente tirocinante', 'Operaio stagionale']","['Laurea Magistrale  LM', 'Statistica Economia ed Impresa', '110/110 e Lode', 'Laurea triennale', 'Statistica', '110 e Lode']",Magistrale,"['2018', '2020', '2015', '2018']",M,Impiegato
"['Analista ricerche di mercato', 'Addetta vendite', 'Addetta attrazioni', 'Assistente segretario']","['Laurea Magistrale  LM', 'Statistica, Economia e Impresa', 'Laurea breve in Scienze Economiche', 'Economia e Management', '107/110']",Magistrale,"['2020', '2022', '2017', '2020']",F,Impiegato
"['Senior Recruitment Officer', 'Internship Workplacement Manager', 'Servizio civile']","['1°\xa0livello - Laurea L', 'Scienze internazionali e diplomatiche', 'Laurea Magistrale  LM', 'International Politics and Markets']",Magistrale,"['2012', '2015', '2016', '2016', '2017', '2018']",F,Quadro
['Consulenza Mercati Energetici'],"['Laurea Magistrale, ""Scienze Statistiche, Finanziarie e Attuariali""', 'Laurea in Finanza, Assicurazioni e Impresa', 'Scienze statistiche', '102/110', 'Diploma di Maturità']",Magistrale,"['2019', '2021', '2016', '2019', '2011', '2016']",M,Quadro
"['Rilevatore per il Censimento Permanente della Popolazione 2021', 'Business Analyst']","['Laurea Magistrale  LM', 'Statistica', 'Laurea triennale', 'Statistica']",Magistrale,"['2018', '2020', '2015', '2018']",F,Impiegato
"['President&CEO', 'Chief Executive Officer', 'Managing Director', 'Sales&Marketing Director', 'Sales Director Asia', 'Area Manager', 'Sales Manager']","['Master of Business Administration (M.B.A.)', ""Bachelor's degree"", 'Scienze politiche e governo']",Triennale,"['2002', '2004', '1994', '2000']",M,Dirigente
"['Analista statistico', 'Studioso di statistica', 'Statistico']","['Laurea Magistrale  LM', 'Statistical Scince (Official statistic)', '1° ciclo -  Laurea L', 'laurea in scienze statistiche (curriculum bio-demografico)']",Magistrale,"['2019', '2021', '2016', '2019']",F,Impiegato
"[""Head of HR monitoring processes and KPI's"", 'Business analyst', 'Ricerca']","['laurea', 'scienze statistiche ed economiche']",Triennale,"['1995', '1999']",M,Dirigente
"['Business Analyst', 'Tutor di Statistica', 'Tutor']","['Statistical Sciences', 'Data Science', '110 cum laude', 'Laurea triennale in Scienze Statistiche', 'Bio Demografia', '107']",Triennale,"['2018', '2020', '2015', '2018']",M,Impiegato
"['Data Analyst', 'Professore a contratto', 'Tutor Didattico', 'Docente', 'External Consultant', 'Docente', 'Tutor Didattico', 'Tutor', 'Tirocinante', 'Mediatrice']","['PhD in Management', 'Laurea Magistrale', 'Statistica, Economia e Impresa', '110/110 e lode', 'Laurea Triennale', 'Scienze statistiche', '106/110', 'Diploma di Perito Industriale', 'Elettrotecnica e Automazione', '100/100']",Dottorato,"['2014', '2019', '2012', '2014', '2009', '2012', '2003', '2008']",F,Impiegato
"['Statistico', 'Statistico']","['Laurea Magistrale  LM', 'Scienze statistiche', '1° ciclo -  Laurea L', 'Scienze statistiche', '101/110']",Magistrale,"['2015', '2017', '2012', '2015']",F,Impiegato
"['Statistico sanitario', 'Statistico sanitario', 'Volontaria servizio civile regione Emilia-Romagna', 'Rilevatrice Censimento Permanente della popolazione', 'Tirocinante statistica', 'Tutor supporto studenti']","[""Master's degree"", 'Scienze Statistiche', 'Laurea', 'Scienze statistiche, economia e impresa']",Magistrale,"['2012', '2014', '2008', '2011']",F,Impiegato
"['Group Data Scientist', 'Business Analytics Expert', 'Business Analytics Specialist', 'Tutor corso di laurea magistrale in Scienze Statistiche', 'Tutor di supporto a studenti con bisogni speciali']","['Laurea Magistrale  LM', 'Scienze Statistiche', '108', ""Bachelor's degree"", 'Statistics', 'First-class honour', 'laurea', 'Statistica', '110 cum laude']",Magistrale,"['2014', '2016', '2013', '2014', '2012', '2014']",M,Impiegato
"['Docente di matematica e statistica', 'Tutor']",['Scienze Statistiche ed Economiche'],Triennale,[],F,Impiegato
"['Statistico sanitario', 'Assistenza clienti']","['Laurea Magistrale  LM', 'Statistica, Economia e Impresa', 'Laurea L in Scienze Economiche', 'Economia Bancaria e Finanziaria']",Magistrale,[],F,Impiegato
"['Analista funzionale', 'Studente tirocinante', 'Stage', 'Alfiere - Ufficio Cerimoniale']","['Laurea Magistrale  LM', 'Finanza, generale', '110 e lode', ""Laurea triennale in Scienze dell'Economia e della Gestione Aziendale"", 'Economia aziendale/manageriale', '102', 'diploma', '82']",Magistrale,"['2018', '2020', '2014', '2018']",M,Impiegato
['Responsabile delle attività promozionali'],"['Scienze dello Sviluppo e della Cooperazione Internazionale', 'Scienze politiche', 'Scienze politiche sociali e internazionali', 'Diploma Classico']",Triennale,"['2019', '2022', '2015', '2019', '2010', '2015']",F,Quadro
['Analista fondi comuni'],"['Laurea', 'Economia e commercio, curriculum Economia e Management', '110 e Lode', 'Laurea Magistrale', 'Finanza, intermediari e mercati']",Magistrale,"['2016', '2019', '2019', '2021']",M,Impiegato
"['Analista funzionale Back office titoli', 'Cameriere']","['Laurea Magistrale  LM', 'finanza, intermediari e mercati', '110/110 con lode', 'Laurea triennale', 'economia e gestione aziendale', '110/110 con lode', 'Diploma Istituto Tecnico e Professionale', '94/100']",Magistrale,"['2017', '2019', '2014', '2017', '2009', '2014']",M,Impiegato
"['Impiegato bancario', 'Tirocinio Curriculare']","['Laurea Specialistica', 'Finanza, Intermediari e Mercati', '102', 'Laurea', 'Economia Aziendale']",Magistrale,"['2015', '2017', '2011', '2015']",M,Impiegato
"['Analista finanziario', 'Consulente IT']","['Corso di Alta Formazione', 'Finanza Matematica', 'Laurea Magistrale', 'Matematica', 'Laurea Triennale', 'Matematica per le applicazioni']",Magistrale,"['2020', '2020', '2016', '2019', '2013', '2016']",F,Quadro
['Consulente finanziario'],"['Finanza, Intermedari e mercati', '110/110L', 'Laurea Triennale in Economia e Management', 'Gestione delle imprese']",Triennale,"['2019', '2021', '2016', '2019']",M,Quadro
"['Data Analyst', 'Data Analyst', 'Analista finanziario', 'Consulente Area Finanza - Back Office Titoli']","['Laurea Magistrale  LM', 'Economia e politica economica', '110 cum laude', 'Laurea Magistrale  LM', 'Finanza, Intermediari e Mercati', 'Laurea triennale', 'Economia e Finanza']",Magistrale,"['2016', '2019', '2010', '2013', '2007', '2010']",M,Impiegato
"['Risk manager', 'Analista del credito']","['Corso di Alta Formazione Executive', 'Finanza Matematica', 'Laurea Magistrale', 'Economia e Finanza', '110/110 e lode', 'Laurea', 'Economia e Commercio', '106/110']",Magistrale,"['2020', '2021', '2018', '2021', '2015', '2018']",M,Dirigente
"['Analyst - risk predictive analytics', 'Stagista']","['Laurea Magistrale', 'finanza, intermediari e mercati', 'Laurea triennale', 'Economia aziendale']",Magistrale,"['2019', '2021', '2014', '2019']",M,Impiegato
['Junior Analyst - Wealth and Asset Management - Solution Analysis'],"['Laurea Magistrale  LM', 'Finanza, Intermediari e Mercati', '108 / 110', '1°\xa0livello - Laurea L', 'Finanza, Assicurazioni e Impresa', 'Perito Informatico']",Magistrale,"['2018', '2021', '2014', '2018']",M,Impiegato
